gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureCohort,ServiceCount,HasSecurityBundle,HasStreamingBundle,MonthlyToTotalRatio,HighRiskContractFiber
Female,1,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),90.13,5238.21,Yes,Loyal_49-72m,2,0,0,0.017202975257720153,1
Female,0,Yes,No,35,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,81.32,2863.93,No,Established_25-48m,2,0,0,0.02838463767003033,0
Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,98.64,598.86,Yes,New_0-12m,2,0,0,0.16443836895275565,1
Female,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.47,859.97,No,Developing_13-24m,0,0,0,0.04352068016307188,0
Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.45,1426.68,Yes,Established_25-48m,0,0,0,0.024130057155665137,0
Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.5,2764.89,Yes,Established_25-48m,3,1,0,0.03597395413411235,0
Male,0,Yes,No,41,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,109.46,4479.03,No,Established_25-48m,4,0,1,0.024432872101302894,0
Male,0,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),97.34,289.15,Yes,New_0-12m,4,0,1,0.33548164742374637,0
Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,58.18,212.01,Yes,New_0-12m,0,0,0,0.2731327167738604,0
Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,106.93,3752.11,Yes,Established_25-48m,2,0,0,0.02849103809906984,0
Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.27,3500.52,Yes,Established_25-48m,1,0,0,0.02549464232676095,1
Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.01,1368.78,Yes,Established_25-48m,0,0,0,0.024828804625560308,0
Female,0,No,No,12,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),70.2,836.17,No,New_0-12m,1,0,0,0.08385393647646237,0
Female,0,No,Yes,14,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,97.01,1355.6,No,Developing_13-24m,4,0,1,0.07150965649417662,0
Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.6,4545.64,No,Established_25-48m,4,0,1,0.02322594267415058,0
Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.67,104.16,Yes,New_0-12m,0,0,0,0.4342906047926969,0
Female,1,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,126.43,126.43,Yes,New_0-12m,4,0,1,0.9921525543435612,1
Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),113.78,1379.47,Yes,New_0-12m,2,0,1,0.08242120437242388,1
Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),115.81,6602.5,Yes,Loyal_49-72m,3,0,0,0.01753766941773302,1
Female,0,Yes,No,59,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,88.09,5188.27,No,Loyal_49-72m,2,0,0,0.01697541272664556,0
Male,0,No,No,14,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.18,1349.98,Yes,Developing_13-24m,4,0,1,0.07119276377148441,0
Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),97.13,3866.25,Yes,Established_25-48m,2,0,0,0.025116038528670243,0
Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),118.46,2957.68,No,Established_25-48m,3,0,0,0.040038125109846286,0
Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),115.74,7520.47,No,Loyal_49-72m,3,0,0,0.015387949430098104,0
Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,102.88,5340.69,Yes,Loyal_49-72m,3,1,0,0.019259822265986982,0
Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.37,1172.2,No,Established_25-48m,0,0,0,0.02929594272076372,0
Female,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,45.16,2413.0,No,Loyal_49-72m,0,0,0,0.018707539353769675,0
Female,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,89.63,1526.71,No,Developing_13-24m,1,0,0,0.05866951188379993,0
Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),90.57,2361.23,Yes,Established_25-48m,2,0,0,0.038340889752479644,0
Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,112.26,4049.11,Yes,Established_25-48m,3,0,0,0.027717765690314585,0
Male,0,No,No,21,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,63.04,1333.21,No,Developing_13-24m,2,0,0,0.0472489338260094,0
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.62,130.29,Yes,New_0-12m,0,0,0,0.27130779191103666,0
Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,100.82,5861.47,No,Loyal_49-72m,2,0,0,0.017197529369020224,0
Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.89,1765.81,Yes,Established_25-48m,0,0,0,0.02540737260939207,0
Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.79,350.4,No,New_0-12m,0,0,0,0.09615822424587366,0
Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.14,3297.51,Yes,Established_25-48m,2,0,1,0.03460350279368563,0
Female,0,No,No,11,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),78.98,860.47,Yes,New_0-12m,2,0,0,0.09168049961112981,0
Female,0,No,Yes,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),112.03,7968.85,No,Loyal_49-72m,2,0,1,0.014056726287194865,0
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,113.79,7937.35,No,Loyal_49-72m,3,0,0,0.014334213029155933,0
Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.32,100.33,No,New_0-12m,0,0,0,0.36830158886805486,0
Female,1,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),100.28,6630.74,No,Loyal_49-72m,5,1,0,0.015121220071956983,0
Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,115.47,351.42,Yes,New_0-12m,3,0,0,0.32764882810283186,1
Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.69,2170.05,No,Loyal_49-72m,0,0,0,0.015057230372400449,0
Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.45,655.33,No,Developing_13-24m,0,0,0,0.05401246324257614,0
Male,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),100.71,4837.42,Yes,Established_25-48m,4,1,0,0.02081464610348006,0
Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),44.9,1987.21,No,Established_25-48m,0,0,0,0.02258312753682961,0
Female,0,No,No,62,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,52.43,3235.96,No,Loyal_49-72m,1,0,0,0.01619729622856013,0
Male,1,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.99,104.16,Yes,New_0-12m,0,0,0,0.43733358691517693,0
Female,0,No,No,42,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),91.92,3869.76,Yes,Established_25-48m,2,0,0,0.023747274437061455,0
Female,1,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.89,557.57,Yes,Developing_13-24m,0,0,0,0.0767853626224108,0
Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,112.47,3376.71,No,Established_25-48m,3,0,0,0.03329770761847524,1
Male,0,No,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.26,5211.34,Yes,Loyal_49-72m,2,0,1,0.02038623727538879,0
Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),82.28,3524.19,Yes,Established_25-48m,2,0,0,0.023340585897497722,0
Female,0,No,No,53,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,101.98,5404.93,Yes,Loyal_49-72m,4,1,0,0.018864469203263824,0
Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.96,6578.69,No,Loyal_49-72m,3,0,0,0.01610410216894717,0
Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.76,1600.43,No,Established_25-48m,0,0,0,0.029198903480014735,0
Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,96.8,5833.7,No,Loyal_49-72m,1,0,0,0.016590398820847688,0
Male,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.91,511.93,Yes,New_0-12m,0,0,0,0.08950539059910707,0
Female,1,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.61,3007.7,No,Loyal_49-72m,0,0,0,0.014494632233190415,0
Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.72,2297.63,No,Loyal_49-72m,0,0,0,0.02032515019816151,0
Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,117.7,6700.54,No,Loyal_49-72m,4,0,1,0.017563127281192085,0
Male,0,No,Yes,54,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,81.91,4443.02,No,Loyal_49-72m,3,0,0,0.01843151020922498,0
Female,0,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.83,479.18,No,Established_25-48m,0,0,0,0.039214461243700274,0
Male,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),85.1,3653.22,No,Established_25-48m,3,0,0,0.02328814357099463,0
Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.22,1249.35,Yes,Established_25-48m,0,0,0,0.02976766505378494,0
Male,0,No,No,69,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),95.96,6622.48,Yes,Loyal_49-72m,4,1,0,0.014487852307246342,0
Male,0,No,No,46,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,66.58,3072.36,No,Established_25-48m,1,0,0,0.021663586433089518,0
Male,1,Yes,No,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,104.83,4322.83,Yes,Established_25-48m,5,1,0,0.02424470897329451,0
Male,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),105.41,4320.95,Yes,Established_25-48m,3,0,0,0.024389453834496002,1
Female,1,Yes,Yes,21,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),84.81,1777.64,No,Developing_13-24m,3,1,0,0.047682498987990825,0
Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.59,422.64,No,Developing_13-24m,0,0,0,0.08401000849778115,0
Male,0,No,No,60,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.59,4718.75,No,Loyal_49-72m,2,0,0,0.01665130568356375,0
Female,0,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,110.95,7655.96,Yes,Loyal_49-72m,6,1,1,0.014490084837846874,0
Male,0,Yes,No,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),98.5,5516.24,No,Loyal_49-72m,4,1,1,0.017853129463282366,0
Male,0,No,No,54,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.87,4335.57,No,Loyal_49-72m,4,0,0,0.018417781795289828,0
Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,126.31,1018.67,Yes,New_0-12m,4,0,1,0.12387341002481196,0
Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,97.37,2038.53,Yes,Developing_13-24m,2,0,0,0.04774139139899879,0
Female,0,Yes,Yes,44,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,83.96,3680.65,No,Established_25-48m,4,1,1,0.02280499232680999,0
Female,0,Yes,Yes,12,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.41,995.56,Yes,New_0-12m,3,0,0,0.08470137272216424,0
Female,0,No,No,71,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,87.34,6194.46,No,Loyal_49-72m,3,0,0,0.014097419723474933,0
Female,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,122.3,4653.01,No,Established_25-48m,4,0,0,0.026278413669072475,0
Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,116.67,6735.21,No,Loyal_49-72m,3,1,0,0.017319828212006456,0
Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,94.52,6519.85,No,Loyal_49-72m,3,0,0,0.014495042824171694,0
Male,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.37,112.4,Yes,New_0-12m,3,0,1,0.8850970017636685,0
Male,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,95.18,365.19,Yes,New_0-12m,2,0,0,0.2599197138097709,1
Male,0,Yes,Yes,20,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),69.41,1385.53,Yes,Developing_13-24m,1,0,0,0.05006022228152294,0
Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.49,262.6,Yes,New_0-12m,1,0,0,0.3508725341426403,1
Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.89,568.95,No,Developing_13-24m,0,0,0,0.08227037459426265,0
Male,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),67.8,67.8,Yes,New_0-12m,1,0,0,0.9854651162790697,0
Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.64,222.97,Yes,New_0-12m,1,0,0,0.35558333705406975,0
Male,0,No,No,27,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),66.82,1815.77,Yes,Established_25-48m,1,0,0,0.03677955932781805,0
Male,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,105.0,4627.21,Yes,Established_25-48m,3,0,0,0.0226869567284112,0
Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),78.86,1798.15,No,Developing_13-24m,2,0,0,0.04383180946558097,0
Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,112.92,5778.31,Yes,Loyal_49-72m,3,0,0,0.019538664650278318,1
Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.9,778.68,No,Developing_13-24m,0,0,0,0.04476195362199877,0
Female,0,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,104.2,933.95,Yes,New_0-12m,4,0,1,0.11144981015027541,0
Male,1,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,104.86,3150.75,Yes,Established_25-48m,3,0,0,0.03327040533037202,1
Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),104.65,5950.87,No,Loyal_49-72m,3,0,0,0.017582709299766294,1
Female,0,Yes,No,40,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.05,4165.07,Yes,Established_25-48m,5,0,1,0.02521561087547737,0
Female,0,Yes,Yes,62,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.84,5509.44,No,Loyal_49-72m,3,0,1,0.016122124549037827,0
Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),111.45,4326.09,Yes,Established_25-48m,3,0,1,0.025756339710983595,1
Male,1,No,No,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.71,1589.35,No,Established_25-48m,2,0,0,0.040060364070802025,0
Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.35,543.07,Yes,Developing_13-24m,0,0,0,0.0704872534784127,0
Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),81.21,4518.61,No,Loyal_49-72m,3,1,0,0.017968364527027776,0
Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,127.1,8391.7,Yes,Loyal_49-72m,4,0,1,0.01514411333659013,0
Female,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,119.97,5291.08,Yes,Established_25-48m,5,0,1,0.022669725325391906,0
Female,0,Yes,Yes,4,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.33,266.14,Yes,New_0-12m,2,0,0,0.2782436175787976,0
Female,0,Yes,Yes,59,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.46,2574.72,Yes,Loyal_49-72m,0,0,0,0.016872952028947247,0
Male,1,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,92.9,1700.68,No,Developing_13-24m,3,0,0,0.05459310798740069,0
Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.55,388.12,Yes,New_0-12m,0,0,0,0.11191920230263157,0
Male,0,No,No,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),99.13,4967.61,No,Loyal_49-72m,3,0,0,0.019951253972438972,0
Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.18,1415.99,No,Developing_13-24m,1,0,0,0.059407617555522624,0
Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),108.55,4247.25,Yes,Established_25-48m,3,1,0,0.02555169775790031,0
Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),97.36,2344.29,Yes,Developing_13-24m,2,0,0,0.04151298986479284,0
Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.85,1153.02,Yes,Established_25-48m,0,0,0,0.028465711166184297,0
Female,1,No,Yes,42,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,77.44,3254.89,No,Established_25-48m,0,0,0,0.023784587317139092,0
Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.58,2219.04,No,Loyal_49-72m,0,0,0,0.01557629592259599,0
Male,1,No,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),90.31,5417.64,No,Loyal_49-72m,0,0,0,0.01666654363456513,0
Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.27,1449.29,No,Established_25-48m,0,0,0,0.02294023953829924,0
Male,0,No,No,70,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),77.72,5438.18,No,Loyal_49-72m,2,0,0,0.014288918550222643,0
Male,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.19,2734.22,No,Established_25-48m,4,0,1,0.03845760121672114,0
Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,45.22,2695.59,No,Loyal_49-72m,0,0,0,0.016769327187299513,0
Female,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,46.4,1761.54,No,Established_25-48m,0,0,0,0.026325643673335074,0
Female,0,No,Yes,33,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),79.86,2634.45,No,Established_25-48m,1,0,0,0.03030222542639777,0
Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,107.03,6413.99,No,Loyal_49-72m,2,0,0,0.016684359601495873,0
Male,1,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),129.62,1431.1,Yes,New_0-12m,4,0,1,0.09051043921513861,0
Female,0,No,No,54,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),83.68,4527.56,No,Loyal_49-72m,3,0,0,0.018478280071369264,0
Male,0,No,No,19,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,1697.19,No,Developing_13-24m,4,0,0,0.052909273991720594,0
Male,0,Yes,Yes,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,92.57,1205.65,No,Developing_13-24m,4,1,0,0.07671652923382918,0
Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,93.34,4400.62,Yes,Established_25-48m,2,0,0,0.021205828763046334,0
Male,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.83,3009.74,Yes,Established_25-48m,5,0,1,0.03349010542258714,0
Male,1,Yes,No,54,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,76.46,4103.89,No,Loyal_49-72m,1,0,0,0.01862656490186095,0
Female,1,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.93,1895.82,No,Loyal_49-72m,0,0,0,0.01736063516833437,0
Female,1,Yes,No,28,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.58,2292.14,No,Established_25-48m,3,0,0,0.035575673530617406,0
Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),126.96,4817.63,No,Established_25-48m,4,0,1,0.0263477378424988,0
Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),36.07,1424.22,No,Established_25-48m,0,0,0,0.02530837344409986,0
Female,0,Yes,Yes,71,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),89.74,6390.58,No,Loyal_49-72m,2,0,0,0.014040346831299929,0
Female,0,No,No,61,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,87.29,5306.98,Yes,Loyal_49-72m,2,0,0,0.016445050659572948,0
Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,121.25,724.94,Yes,New_0-12m,3,0,1,0.16702482298812574,1
Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,122.07,4649.71,Yes,Established_25-48m,4,0,0,0.026247605204366642,0
Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),114.06,2063.13,No,Developing_13-24m,3,0,0,0.05525814750039968,0
