customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02378,Female,1,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),100.28,6630.74,No
CUST-02379,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,115.47,351.42,Yes
CUST-02380,Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.69,2170.05,No
CUST-02381,Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.45,655.33,No
CUST-02382,Male,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),100.71,4837.42,Yes
CUST-02383,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),44.9,1987.21,No
CUST-02384,Female,0,No,No,62,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,52.43,3235.96,No
CUST-02385,Male,1,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.99,104.16,Yes
CUST-02386,Female,0,No,No,42,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),91.92,3869.76,Yes
CUST-02387,Female,1,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.89, ,Yes
CUST-02388,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,112.47,3376.71,No
CUST-02389,Male,0,No,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.26,5211.34,Yes
CUST-02390,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),82.28,3524.19,Yes
CUST-02391,Female,0,No,No,53,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,101.98,5404.93,Yes
CUST-02392,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.96,6578.69,No
CUST-02393,Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.76,1600.43,No
CUST-02394,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,96.8,5833.7,No
CUST-02395,Male,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.91,511.93,Yes
CUST-02396,Female,1,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.61,3007.7,No
CUST-02397,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.72,2297.63,No
CUST-02398,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,117.7,6700.54,No
CUST-02399,Male,0,No,Yes,54,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,81.91,4443.02,No
CUST-02400,Female,0,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.83,479.18,No
CUST-02401,Male,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),85.1,3653.22,No
CUST-02402,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.22,1249.35,Yes
CUST-02403,Male,0,No,No,69,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),95.96,6622.48,Yes
CUST-02404,Male,0,No,No,46,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,66.58,3072.36,No
CUST-02405,Male,1,Yes,No,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,104.83,4322.83,Yes
CUST-02406,Male,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),105.41,4320.95,Yes
CUST-02407,Female,1,Yes,Yes,21,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),84.81,1777.64,No
CUST-02408,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.59,422.64,No
CUST-02409,Male,0,No,No,60,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.59,4718.75,No
CUST-02410,Female,0,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,110.95,7655.96,Yes
CUST-02411,Male,0,Yes,No,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),98.5,5516.24,No
CUST-02412,Male,0,No,No,54,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.87,4335.57,No
CUST-02413,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,126.31,1018.67,Yes
CUST-02414,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,97.37,2038.53,Yes
CUST-02415,Female,0,Yes,Yes,44,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,83.96,3680.65,No
CUST-02416,Female,0,Yes,Yes,12,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.41,995.56,Yes
CUST-02417,Female,0,No,No,71,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,87.34,6194.46,No
CUST-02418,Female,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,122.3,4653.01,No
CUST-02419,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,116.67,6735.21,No
CUST-02420,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,94.52,6519.85,No
CUST-02421,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.37,112.4,Yes
CUST-02422,Male,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,95.18,365.19,Yes
CUST-02423,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),69.41,1385.53,Yes
CUST-02424,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.49,262.6,Yes
CUST-02425,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.89,568.95,No
CUST-02426,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),67.8,67.8,Yes
CUST-02427,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.64,222.97,Yes
CUST-02428,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),66.82,1815.77,Yes
CUST-02429,Male,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,105.0,4627.21,Yes
CUST-02430,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),78.86,1798.15,No
CUST-02431,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,112.92,5778.31,Yes
CUST-02432,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.9,778.68,No
CUST-02433,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,104.2,933.95,Yes
CUST-02434,Male,1,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,104.86,3150.75,Yes
CUST-02435,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),104.65,5950.87,No
CUST-02436,Female,0,Yes,No,40,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.05,4165.07,Yes
CUST-02437,Female,0,Yes,Yes,62,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.84,5509.44,No
CUST-02438,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),111.45,4326.09,Yes
CUST-02439,Male,1,No,No,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.71,1589.35,No
CUST-02440,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.35,543.07,Yes
CUST-02441,Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),81.21,4518.61,No
CUST-02442,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,127.1,8391.7,Yes
CUST-02443,Female,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,119.97,5291.08,Yes
CUST-02444,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.33,266.14,Yes
CUST-02445,Female,0,Yes,Yes,59,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.46,2574.72,Yes
CUST-02446,Male,1,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,92.9,1700.68,No
CUST-02447,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.55,388.12,Yes
CUST-02448,Male,0,No,No,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),99.13,4967.61,No
CUST-02449,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.18,1415.99,No
CUST-02450,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),108.55,4247.25,Yes
CUST-02451,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),97.36,2344.29,Yes
CUST-02452,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.85,1153.02,Yes
CUST-02453,Female,1,No,Yes,42,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,77.44,3254.89,No
CUST-02454,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.58,2219.04,No
CUST-02455,Male,1,No,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),90.31,5417.64,No
CUST-02456,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.27,1449.29,No
CUST-02457,Male,0,No,No,70,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),77.72,5438.18,No
CUST-02458,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.19,2734.22,No
CUST-02459,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,45.22,2695.59,No
CUST-02460,Female,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,46.4,1761.54,No
CUST-02461,Female,0,No,Yes,33,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),79.86,2634.45,No
CUST-02462,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,107.03,6413.99,No
CUST-02463,Male,1,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),129.62,1431.1,Yes
CUST-02464,Female,0,No,No,54,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),83.68,4527.56,No
CUST-02465,Male,0,No,No,19,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,1697.19,No
CUST-02466,Male,0,Yes,Yes,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,92.57,1205.65,No
CUST-02467,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,93.34,4400.62,Yes
CUST-02468,Male,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.83,3009.74,Yes
CUST-02469,Male,1,Yes,No,54,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,76.46,4103.89,No
CUST-02470,Female,1,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.93,1895.82,No
CUST-02471,Female,1,Yes,No,28,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.58,2292.14,No
CUST-02472,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),126.96,4817.63,No
CUST-02473,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),36.07,1424.22,No
CUST-02474,Female,0,Yes,Yes,71,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),89.74,6390.58,No
CUST-02475,Female,0,No,No,61,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,87.29,5306.98,Yes
CUST-02476,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,121.25,724.94,Yes
CUST-02477,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,122.07,4649.71,Yes
CUST-02478,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),114.06,2063.13,No
CUST-02479,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,110.95,1226.71,Yes
CUST-02480,Male,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.8,2953.58,No
CUST-02481,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,94.94,6464.29,No
CUST-02482,Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,105.64,7183.74,No
CUST-02483,Male,0,No,Yes,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.4,1820.5,Yes
CUST-02484,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.59,7017.37,Yes
CUST-02485,Male,0,No,No,53,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,82.23,4340.28,No
CUST-02486,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,95.06,6469.86,No
CUST-02487,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),37.05,446.73,Yes
CUST-02488,Female,0,No,No,12,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),94.22,1144.81,No
CUST-02489,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),95.9,6931.47,No
CUST-02490,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),114.43,4603.41,Yes
CUST-02491,Male,0,No,Yes,30,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.8,2466.53,No
CUST-02492,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,95.15,5604.87,No
CUST-02493,Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,44.75,843.92,No
CUST-02494,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.73,1868.78,No
CUST-02495,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.03,3937.99,Yes
CUST-02496,Female,0,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),104.35,622.6,Yes
CUST-02497,Female,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,95.35,5519.23,No
CUST-02498,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),121.48,2776.39,Yes
CUST-02499,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,81.09,2598.6,Yes
CUST-02500,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.19,2404.76,No
CUST-02501,Female,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.31,2501.05,Yes
CUST-02502,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.3,790.67,No
CUST-02503,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,134.92,264.56,Yes
CUST-02504,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,133.21,2523.12,No
CUST-02505,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.85,326.72,No
CUST-02506,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.74,215.81,Yes
CUST-02507,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,97.42,6908.72,No
CUST-02508,Female,0,No,No,10,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,68.55,691.67,No
CUST-02509,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.37,621.94,No
CUST-02510,Female,1,Yes,No,4,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.44,299.04,Yes
CUST-02511,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,95.63,6112.38,Yes
CUST-02512,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.8,999.13,No
CUST-02513,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),89.99,3505.86,Yes
CUST-02514,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,110.26,7178.22,Yes
CUST-02515,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),110.05,1983.55,No
CUST-02516,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),106.61,5228.29,No
CUST-02517,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,93.8,198.98,Yes
CUST-02518,Female,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),109.48,2198.96,Yes
CUST-02519,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),104.99,207.3,No
CUST-02520,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,121.37,7047.81,No
CUST-02521,Male,1,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,46.05,2898.62,No
CUST-02522,Female,0,Yes,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.88,5431.85,Yes
CUST-02523,Female,1,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.76,2344.54,No
CUST-02524,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.24,7141.93,No
CUST-02525,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,124.01,229.32,Yes
CUST-02526,Female,0,Yes,No,40,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),79.65,3178.55,No
CUST-02527,Male,0,Yes,Yes,67,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.51,6006.88,No
CUST-02528,Male,1,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,6982.97,No
CUST-02529,Female,0,No,No,21,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.77,1911.02,Yes
CUST-02530,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.78,2368.61,No
CUST-02531,Female,0,No,No,35,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.69,3985.06,No
CUST-02532,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.57,325.47,Yes
CUST-02533,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),111.31,7678.76,Yes
CUST-02534,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,91.28,5585.54,No
CUST-02535,Female,0,No,No,68,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,97.28,6609.87,No
CUST-02536,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,85.25,4348.38,No
CUST-02537,Male,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),85.36,4781.49,No
CUST-02538,Female,0,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,101.85,5203.35,No
CUST-02539,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.9,7610.95,No
CUST-02540,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.84,2646.86,Yes
CUST-02541,Male,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.18,1117.87,No
CUST-02542,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.99,1873.7,Yes
CUST-02543,Male,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),74.06,1236.32,No
CUST-02544,Female,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.3,992.94,Yes
CUST-02545,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.98,2164.34,No
CUST-02546,Male,0,No,No,34,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),89.81,3098.01,No
CUST-02547,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,117.83,7169.23,No
CUST-02548,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,78.58,247.14,Yes
CUST-02549,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,77.25,5495.66,No
CUST-02550,Male,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),97.09,6782.71,No
CUST-02551,Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),105.11,852.48,Yes
CUST-02552,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,96.48,1817.09,No
